0.010603189468383789,49,96
0.026598691940307617,49,96
0.04260110855102539,49,96
0.05859971046447754,49,96
0.0745997428894043,49,96
0.09060239791870117,49,96
0.10661649703979492,49,96
0.12260127067565918,49,96
0.13858294486999512,49,96
0.15457653999328613,49,96
0.17058134078979492,49,96
0.18657684326171875,49,96
0.2025895118713379,49,96
0.21857714653015137,49,96
0.23457026481628418,49,96
0.25057315826416016,49,96
0.26654553413391113,49,96
0.282545804977417,49,96
0.29854488372802734,49,96
0.3145449161529541,49,96
0.33054685592651367,49,96
0.3465440273284912,49,96
0.3625447750091553,49,96
0.37855100631713867,49,96
0.3945465087890625,49,96
0.4105193614959717,49,96
0.42651820182800293,49,96
0.4425170421600342,49,96
0.45851802825927734,49,96
0.4745185375213623,49,96
0.49051642417907715,49,96
0.5065171718597412,49,96
0.5225193500518799,49,96
0.538494348526001,49,96
0.5544934272766113,49,96
0.5704822540283203,49,96
0.5865483283996582,49,96
0.6024990081787109,49,96
0.6185033321380615,49,96
0.6344945430755615,49,96
0.6504929065704346,49,96
0.666496992111206,49,96
0.6824655532836914,49,96
0.6984648704528809,49,96
0.7144641876220703,49,96
0.7304656505584717,49,96
0.7464649677276611,49,96
0.7624657154083252,49,96
0.7784643173217773,49,96
0.7944636344909668,49,96
0.8104391098022461,49,96
0.8264384269714355,49,96
0.8424389362335205,49,96
0.8584380149841309,49,96
0.8744380474090576,49,96
0.8904387950897217,49,96
0.906440019607544,49,96
0.9224376678466797,49,96
0.9384140968322754,49,96
0.954411506652832,49,96
0.9704127311706543,49,96
0.9863901138305664,49,96
1.0024385452270508,49,96
1.0184412002563477,49,96
1.034437656402588,49,96
1.0504374504089355,49,96
1.0664379596710205,49,96
1.082413673400879,49,96
1.0983922481536865,49,96
1.1144206523895264,49,96
1.1304149627685547,49,96
1.146416187286377,49,96
1.1624212265014648,49,96
1.1784138679504395,49,96
1.1944115161895752,49,96
1.2103869915008545,49,96
1.2263884544372559,49,96
1.242384910583496,49,96
1.2583856582641602,49,96
1.2743852138519287,49,96
1.2903838157653809,49,96
1.3063852787017822,49,96
1.3223841190338135,49,96
1.3383915424346924,49,96
1.354363203048706,49,96
1.370361566543579,49,96
1.3863615989685059,49,96
1.402360439300537,49,96
1.41831374168396,49,96
1.4343597888946533,49,96
1.4503612518310547,49,96
1.4663593769073486,49,96
1.482362985610962,49,96
1.498331069946289,49,96
1.5143356323242188,49,96
1.5303354263305664,49,96
1.5463316440582275,49,96
1.5623321533203125,49,96
